"id","created_at","updated_at","merchant_id","acquirer_id","reference","order_reference","state","card_type","details"
"2735598","2025-10-01 15:12:11.159147 UTC","2025-10-01 15:12:13.075541 UTC","4830","2","6d93701440ad3a21ec27269748d1b5c6147535d26ae910d6a9e7e53584358168","47b327b67dc5eb7f1946cfa935432d78-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:12:11.182Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""534908"",""issuer_decline"":false}"
"2735100","2025-10-01 05:13:30.029551 UTC","2025-10-01 05:13:30.783918 UTC","4837","2","764440e64798355749953d04c9c4e663a59289001f3e61d6e033fa38e85554b2","lhvXmonitorXstagingX1759295608","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-01T05:13:30.219Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736110","2025-10-01 21:13:02.268216 UTC","2025-10-01 21:13:13.782605 UTC","4830","2","5f310f7cec7f73a46c846bbc7913e7ffb3ec1d124b8193607863864aef850819","2pge64/qwzQSSDK5u","settled","2","{""api_version"":""linkpay"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.56.194"",""init_trans_created_at"":""2025-10-01T21:13:06.053Z"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS approved"",""state_3ds"":""3ds"",""eci"":""02"",""xid"":""MGUyOGIzNWM1M2Y1MTAxMmE4NDE="",""pares_status"":""Y"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""b3eee824-3e87-40a6-abd3-d13ea659cc1b"",""emv3ds_transaction_status"":""Authentication Verification Successful"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Y-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61102241.1759353191.WkHCm3A5q"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRy9BNAAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""535147"",""issuer_decline"":false}"
"2735560","2025-10-01 15:10:53.590699 UTC","2025-10-01 15:10:55.542282 UTC","4830","2","1a96562a8775984e7787e6a45d38794a215d96c5c25c84b9330eba4ac550f4b1","a9d94d073e0287e9485dd5979f1c76ff-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:10:53.631Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""534890"",""issuer_decline"":false}"
"2735117","2025-10-01 08:03:30.031959 UTC","2025-10-01 08:03:30.452586 UTC","4837","2","1e84dfde25169d48dc883339684a6d2d8801d201ff3706b0c5c6326ab3026612","lhvXmonitorXstagingX1759305808","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-01T08:03:30.077Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2735266","2025-10-01 11:03:29.940728 UTC","2025-10-01 11:03:30.462992 UTC","4837","2","fc6c9c2a69de48e7d4dc7030fa52bf1de17b58d9d0e4ae45290a796b18fe5822","lhvXmonitorXstagingX1759316608","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-01T11:03:30.010Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2735023","2025-10-01 03:37:16.649642 UTC","2025-10-01 03:37:30.698920 UTC","4832","3","ac2140a8c7a118acf6fc110a84922f339527e35e8877294ed44d3ceaa9ceaf48","ht5ygt/iyeOVAXMGs","settled","1","{""api_version"":""linkpay"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.79.209"",""init_trans_created_at"":""2025-10-01T03:37:19.880Z"",""masked_cc_number_hash"":""Y4ksyOg1EnMvk0abgrrJL0feJkrYhkCvAyEiWM4czyI=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS approved"",""state_3ds"":""3ds"",""eci"":""05"",""xid"":""YjcwZjJiOGI0NmQzYmIxMjU1OWU="",""pares_status"":""Y"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""dc368167-1b3d-4780-a22c-ba84633bc39c"",""emv3ds_transaction_status"":""Authentication Verification Successful"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Y-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61035561.1759289845.YTDUZKbfZ"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""response_code"":""000"",""cvc_result"":null,""authorisation_code"":""519963"",""issuer_decline"":false}"
"2734826","2025-10-01 01:53:29.897493 UTC","2025-10-01 01:53:30.316578 UTC","4837","2","8c4ba25332ace27a098be0f6eace23ca37f495b35404a5aa30e4b067be0271e7","lhvXmonitorXstagingX1759283608","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-01T01:53:29.952Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2735586","2025-10-01 15:11:47.430200 UTC","2025-10-01 15:11:49.329650 UTC","4830","2","75fbcf3955b1af762b4b2f2815eecb0f05908c75d1a21686f52294ce929e51e9","c5f9665653785e72e6b5e0e2419464c9-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:11:47.467Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""534903"",""issuer_decline"":false}"
"2735595","2025-10-01 15:12:05.443488 UTC","2025-10-01 15:12:06.773809 UTC","4831","1","8e4ebbfad5f3bd8fee75d4ba2e2dac36bc306580abb6a25f43132c79739027cf","aa2d415a5a92ef09780bdad0c94135aa-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:12:05.482Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""642335"",""issuer_decline"":false}"
"2735506","2025-10-01 15:09:09.436210 UTC","2025-10-01 15:09:10.769742 UTC","4831","1","48aa5a64dd2a6d360c3fbef8ebeb8bc6b312553acd5e9cd286c2ff6c40a6b6c7","810b449d1c0b4a44cd443637bdd03336-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:09:09.463Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""733541"",""issuer_decline"":false}"
"2735514","2025-10-01 15:09:23.182513 UTC","2025-10-01 15:09:24.497772 UTC","4831","1","8275223f12bba6257f2ad75c14311c47e00b0506eb60f05ebf8ca83ea085c344","1106de9eb8c755603e7ccc6baf17a733-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:09:23.210Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""908767"",""issuer_decline"":false}"
"2735556","2025-10-01 15:10:45.080002 UTC","2025-10-01 15:10:46.692839 UTC","4831","1","7c10fa7632de0656acf915d2f0f2686f8e7d6b8da6b8ac392eb7930986c7904d","aaed245e4295789aa05efb6b06a747e0-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:10:45.116Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""415289"",""issuer_decline"":false}"
"2735118","2025-10-01 08:13:29.963288 UTC","2025-10-01 08:13:30.421185 UTC","4837","2","5b2190e84860f325bdbcbb215b8283c4cd5b27075ba811669dacf1a8402134b6","lhvXmonitorXstagingX1759306408","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-01T08:13:30.018Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2735800","2025-10-01 15:18:39.778031 UTC","2025-10-01 15:18:41.093393 UTC","4831","1","fde9db6756a77f80bbd3e7d63c6b192e13cf9777b405632a97a79c1730366f59","89ac4d78a98370866892ca2bfca46cef-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:18:39.799Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""224046"",""issuer_decline"":false}"
"2735658","2025-10-01 15:14:11.351417 UTC","2025-10-01 15:14:12.278708 UTC","4832","3","7f9dc4d24f66ca2e90cdcd132f750b2fae1e51c128d2bcf97c28cdaf19d26966","30ff44f7ca56686d6658f9c620c0e440-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:14:11.376Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""DZaCLg0Ize96XmP0nFUpu24q68GshLU5Q0E2QpNpQLc=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""response_code"":""000"",""authorisation_code"":""475536"",""issuer_decline"":false}"
"2735785","2025-10-01 15:18:11.463123 UTC","2025-10-01 15:18:13.401586 UTC","4830","2","f6b905e615ff2037cd36d5c64ae4627a7c8abdc8d2bb8643c56a0857639c8cab","c6dee9885e2046b886c97f8932cbb55c-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:18:11.498Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""534989"",""issuer_decline"":false}"
"2736128","2025-10-01 21:13:55.449135 UTC","2025-10-01 21:13:55.449135 UTC","4830","2","bcb144d1b80c51352e64202d4eaba63653fd4c50b51fe187b658d19f25a8718b","2pge64/YBadoKhipz","initial",,"{""api_version"":""linkpay""}"
"2734951","2025-10-01 03:32:18.411471 UTC","2025-10-01 03:32:29.079127 UTC","4830","2","d669dee2854cac90445ac6f6ffc63f6c612c804fd92ab0252f18e1ca4e8458cc","ecf5925aca6c86054fadc8e38cc78c83","settled","2",
"2735386","2025-10-01 15:05:20.011518 UTC","2025-10-01 15:05:21.330944 UTC","4831","1","df2ea130aa4ca7728182c0b15ce99b63bcf711d5afbb2cf1cd5c63134a79cae6","4d41118322e0b7de6028ed4fab2e14fc-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:05:20.052Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""727959"",""issuer_decline"":false}"
"2735708","2025-10-01 15:15:46.498432 UTC","2025-10-01 15:15:47.812085 UTC","4831","1","34d8ac852d5fb319066984a1222957312c2178f24d7b78f06405170ae56350e2","b3c631f33d6750b6ac16af3d4c971dff-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:15:46.525Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""274400"",""issuer_decline"":false}"
"2735147","2025-10-01 09:05:00.631029 UTC","2025-10-01 09:05:00.740386 UTC","4830","2","0e39663f224dcedf731c471cae5f104113fa1503658a85404c6036a2751222be","beabd8705ce9ca2656ac18262843f703","initial",,"{""payment_description"":""description for testing"",""api_version"":""apiv4""}"
"2734897","2025-10-01 03:29:14.215457 UTC","2025-10-01 03:29:22.194245 UTC","4831","1","247bd5eb518205eff761071d605a33bc4083b5362b8d6f9866a5a2aa95988ef0","9dfe85ad83c8145a12ae18e6ca61e721","settled","2",
"2735743","2025-10-01 15:16:50.418560 UTC","2025-10-01 15:16:52.210137 UTC","1","2","c58f0606b4d7fb298c28db2fb1d247ac151e2340e14d0b7d5f406c5e8affed79","e7e6f204b714cf2180b58c12f71b2be1-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:16:50.442Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""response_code"":""000"",""authorisation_code"":""534970"",""issuer_decline"":false}"
"2735492","2025-10-01 15:08:45.003867 UTC","2025-10-01 15:08:46.520405 UTC","183","1","9d29bb27b4d2930ac0157ff5478de080984b0888f8e2a98364eccf3f114c17cb","7cba06491f53039087c7f509fe0c2203-0","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-01T15:08:45.042Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""782378"",""issuer_decline"":false}"
